InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,LineTotal,Date,Period,Day,Hour
C541833,22634,CHILDS BREAKFAST SET SPACEBOY ,-1,2019-01-19 17:18:00,9.95,17644,-9.95,2019-01-19,2019-01,Saturday,17
C541834,85118,HEART T-LIGHT HOLDER,-6,2019-01-19 17:24:00,1.25,17048,-7.5,2019-01-19,2019-01,Saturday,17
C541852,21781,MA CAMPAGNE CUTLERY BOX,-1,2019-01-21 14:21:00,14.95,17841,-14.95,2019-01-21,2019-01,Monday,14
C541861,22796,PHOTO FRAME 3 CLASSIC HANGING,-2,2019-01-21 15:48:00,9.95,13742,-19.9,2019-01-21,2019-01,Monday,15
C541863,21231,SWEETHEART CERAMIC TRINKET BOX,-4,2019-01-21 16:08:00,1.06,13798,-4.24,2019-01-21,2019-01,Monday,16
C541863,20711,JUMBO BAG TOYS ,-4,2019-01-21 16:08:00,1.65,13798,-6.6,2019-01-21,2019-01,Monday,16
C541863,21936,RED RETROSPOT PICNIC BAG,-1,2019-01-21 16:08:00,2.55,13798,-2.55,2019-01-21,2019-01,Monday,16
C541863,21932,SCANDINAVIAN PAISLEY PICNIC BAG,-1,2019-01-21 16:08:00,2.55,13798,-2.55,2019-01-21,2019-01,Monday,16
C541863,20725,LUNCH BAG RED RETROSPOT,-1,2019-01-21 16:08:00,1.45,13798,-1.45,2019-01-21,2019-01,Monday,16
C541863,85099B,JUMBO BAG RED RETROSPOT,-6,2019-01-21 16:08:00,1.65,13798,-9.899999999999999,2019-01-21,2019-01,Monday,16
C541863,21181,PLEASE ONE PERSON METAL SIGN,-1,2019-01-21 16:08:00,1.85,13798,-1.85,2019-01-21,2019-01,Monday,16
C541863,82551,LAUNDRY 15C METAL SIGN,-2,2019-01-21 16:08:00,1.25,13798,-2.5,2019-01-21,2019-01,Monday,16
C541863,82583,HOT BATHS METAL SIGN,-1,2019-01-21 16:08:00,1.69,13798,-1.69,2019-01-21,2019-01,Monday,16
C541863,20727,LUNCH BAG  BLACK SKULL.,-1,2019-01-21 16:08:00,1.45,13798,-1.45,2019-01-21,2019-01,Monday,16
C541863,37446,MINI CAKE STAND WITH HANGING CAKES,-1,2019-01-21 16:08:00,1.25,13798,-1.25,2019-01-21,2019-01,Monday,16
C541863,37449,CERAMIC CAKE STAND + HANGING CAKES,-2,2019-01-21 16:08:00,8.5,13798,-17.0,2019-01-21,2019-01,Monday,16
C541863,35924,HANGING FAIRY CAKE DECORATION,-2,2019-01-21 16:08:00,1.69,13798,-3.38,2019-01-21,2019-01,Monday,16
C541863,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,2019-01-21 16:08:00,2.55,13798,-2.55,2019-01-21,2019-01,Monday,16
C541863,82583,HOT BATHS METAL SIGN,-5,2019-01-21 16:08:00,1.69,13798,-8.45,2019-01-21,2019-01,Monday,16
C541863,22065,CHRISTMAS PUDDING TRINKET POT ,-2,2019-01-21 16:08:00,1.25,13798,-2.5,2019-01-21,2019-01,Monday,16
C541863,21231,SWEETHEART CERAMIC TRINKET BOX,-9,2019-01-21 16:08:00,1.06,13798,-9.540000000000001,2019-01-21,2019-01,Monday,16
C541868,21232,STRAWBERRY CERAMIC TRINKET BOX,-2,2019-01-22 09:30:00,1.25,14796,-2.5,2019-01-22,2019-01,Tuesday,9
C541868,22423,REGENCY CAKESTAND 3 TIER,-1,2019-01-22 09:30:00,12.75,14796,-12.75,2019-01-22,2019-01,Tuesday,9
C541868,22059,CERAMIC STRAWBERRY DESIGN MUG,-3,2019-01-22 09:30:00,1.49,14796,-4.47,2019-01-22,2019-01,Tuesday,9
C541868,37448,CERAMIC CAKE DESIGN SPOTTED MUG,-4,2019-01-22 09:30:00,1.49,14796,-5.96,2019-01-22,2019-01,Tuesday,9
C541868,22067,CHOC TRUFFLE GOLD TRINKET POT ,-2,2019-01-22 09:30:00,1.65,14796,-3.3,2019-01-22,2019-01,Tuesday,9
C541885,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-1,2019-01-22 11:14:00,2.95,16782,-2.95,2019-01-22,2019-01,Tuesday,11
C541897,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,-12,2019-01-22 11:30:00,5.95,15039,-71.4,2019-01-22,2019-01,Tuesday,11
C541959,21034,REX CASH+CARRY JUMBO SHOPPER,-10,2019-01-22 12:35:00,0.95,14692,-9.5,2019-01-22,2019-01,Tuesday,12
C541961,22767,TRIPLE PHOTO FRAME CORNICE ,-2,2019-01-22 12:58:00,9.95,17799,-19.9,2019-01-22,2019-01,Tuesday,12
C541961,22768,FAMILY PHOTO FRAME CORNICE,-1,2019-01-22 12:58:00,9.95,17799,-9.95,2019-01-22,2019-01,Tuesday,12
C541964,84849D,HOT BATHS SOAP HOLDER,-21,2019-01-22 13:13:00,1.69,15291,-35.49,2019-01-22,2019-01,Tuesday,13
C541994,22111,SCOTTIE DOG HOT WATER BOTTLE,-24,2019-01-23 09:49:00,4.25,14113,-102.0,2019-01-23,2019-01,Wednesday,9
C542032,22778,GLASS CLOCHE SMALL,-7,2019-01-23 11:45:00,3.39,15311,-23.73,2019-01-23,2019-01,Wednesday,11
C542038,22727,ALARM CLOCK BAKELIKE RED ,-1,2019-01-23 11:47:00,3.75,14534,-3.75,2019-01-23,2019-01,Wednesday,11
C542060,22198,LARGE POPCORN HOLDER ,-1,2019-01-23 12:01:00,1.65,14680,-1.65,2019-01-23,2019-01,Wednesday,12
C542060,20726,LUNCH BAG WOODLAND,-2,2019-01-23 12:01:00,1.65,14680,-3.3,2019-01-23,2019-01,Wednesday,12
C542060,20725,LUNCH BAG RED RETROSPOT,-2,2019-01-23 12:01:00,1.45,14680,-2.9,2019-01-23,2019-01,Wednesday,12
C542060,20728,LUNCH BAG CARS BLUE,-3,2019-01-23 12:01:00,1.65,14680,-4.949999999999999,2019-01-23,2019-01,Wednesday,12
C542060,21936,RED RETROSPOT PICNIC BAG,-1,2019-01-23 12:01:00,2.95,14680,-2.95,2019-01-23,2019-01,Wednesday,12
C542060,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,-2,2019-01-23 12:01:00,3.39,14680,-6.78,2019-01-23,2019-01,Wednesday,12
C542060,21258,VICTORIAN SEWING BOX LARGE,-3,2019-01-23 12:01:00,10.95,14680,-32.849999999999994,2019-01-23,2019-01,Wednesday,12
C542078,22461,SAVOY ART DECO CLOCK,-1,2019-01-23 12:11:00,12.75,12854,-12.75,2019-01-23,2019-01,Wednesday,12
C542078,22189,CREAM HEART CARD HOLDER,-1,2019-01-23 12:11:00,3.95,12854,-3.95,2019-01-23,2019-01,Wednesday,12
C542082,20725,LUNCH BAG RED RETROSPOT,-2,2019-01-23 12:25:00,1.65,15213,-3.3,2019-01-23,2019-01,Wednesday,12
C542086,22423,REGENCY CAKESTAND 3 TIER,-1,2019-01-23 12:34:00,12.75,18277,-12.75,2019-01-23,2019-01,Wednesday,12
C542088,22556,PLASTERS IN TIN CIRCUS PARADE ,-12,2019-01-23 12:36:00,1.65,12553,-19.799999999999997,2019-01-23,2019-01,Wednesday,12
C542089,22301,COFFEE MUG CAT + BIRD DESIGN,-3,2019-01-23 12:39:00,2.55,12681,-7.6499999999999995,2019-01-23,2019-01,Wednesday,12
C542089,22300,COFFEE MUG DOG + BALL DESIGN,-2,2019-01-23 12:39:00,2.55,12681,-5.1,2019-01-23,2019-01,Wednesday,12
C542091,22485,SET OF 2 WOODEN MARKET CRATES,-1,2019-01-23 12:41:00,12.75,17091,-12.75,2019-01-23,2019-01,Wednesday,12
C542091,22442,GROW YOUR OWN FLOWERS SET OF 3,-1,2019-01-23 12:41:00,7.95,17091,-7.95,2019-01-23,2019-01,Wednesday,12
C542091,22960,JAM MAKING SET WITH JARS,-1,2019-01-23 12:41:00,4.25,17091,-4.25,2019-01-23,2019-01,Wednesday,12
C542092,20725,LUNCH BAG RED RETROSPOT,-1,2019-01-23 12:45:00,1.65,14389,-1.65,2019-01-23,2019-01,Wednesday,12
C542092,21931,JUMBO STORAGE BAG SUKI,-1,2019-01-23 12:45:00,1.95,14389,-1.95,2019-01-23,2019-01,Wednesday,12
C542092,20723,STRAWBERRY CHARLOTTE BAG,-2,2019-01-23 12:45:00,0.72,14389,-1.44,2019-01-23,2019-01,Wednesday,12
C542092,20727,LUNCH BAG  BLACK SKULL.,-1,2019-01-23 12:45:00,1.65,14389,-1.65,2019-01-23,2019-01,Wednesday,12
C542092,22663,JUMBO BAG DOLLY GIRL DESIGN,-1,2019-01-23 12:45:00,1.95,14389,-1.95,2019-01-23,2019-01,Wednesday,12
C542092,85099B,JUMBO BAG RED RETROSPOT,-2,2019-01-23 12:45:00,1.95,14389,-3.9,2019-01-23,2019-01,Wednesday,12
C542094,22236,CAKE STAND 3 TIER MAGIC GARDEN,-1,2019-01-23 12:47:00,12.75,13310,-12.75,2019-01-23,2019-01,Wednesday,12
C542094,21537,RED RETROSPOT PUDDING BOWL,-2,2019-01-23 12:47:00,4.25,13310,-8.5,2019-01-23,2019-01,Wednesday,12
C542095,21877,HOME SWEET HOME MUG,-5,2019-01-23 12:49:00,1.25,17730,-6.25,2019-01-23,2019-01,Wednesday,12
C542097,22701,PINK DOG BOWL,-4,2019-01-23 12:52:00,2.95,14215,-11.8,2019-01-23,2019-01,Wednesday,12
C542101,22937,BAKING MOULD CHOCOLATE CUPCAKES,-7,2019-01-23 13:15:00,2.55,12471,-17.849999999999998,2019-01-23,2019-01,Wednesday,13
C542101,22649,STRAWBERRY FAIRY CAKE TEAPOT,-1,2019-01-23 13:15:00,4.95,12471,-4.95,2019-01-23,2019-01,Wednesday,13
C542101,22423,REGENCY CAKESTAND 3 TIER,-2,2019-01-23 13:15:00,10.95,12471,-21.9,2019-01-23,2019-01,Wednesday,13
C542104,22865,HAND WARMER OWL DESIGN,-1,2019-01-23 13:26:00,1.85,16191,-1.85,2019-01-23,2019-01,Wednesday,13
C542104,22960,JAM MAKING SET WITH JARS,-2,2019-01-23 13:26:00,3.75,16191,-7.5,2019-01-23,2019-01,Wednesday,13
C542138,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,-32,2019-01-23 17:21:00,0.42,17368,-13.44,2019-01-23,2019-01,Wednesday,17
C542138,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,-32,2019-01-23 17:21:00,0.42,17368,-13.44,2019-01-23,2019-01,Wednesday,17
C542138,51014L,"FEATHER PEN,LIGHT PINK",-72,2019-01-23 17:21:00,0.85,17368,-61.199999999999996,2019-01-23,2019-01,Wednesday,17
C542138,51014A,"FEATHER PEN,HOT PINK",-72,2019-01-23 17:21:00,0.85,17368,-61.199999999999996,2019-01-23,2019-01,Wednesday,17
C542138,22537,MAGIC DRAWING SLATE DINOSAUR,-48,2019-01-23 17:21:00,0.42,17368,-20.16,2019-01-23,2019-01,Wednesday,17
C542138,22535,MAGIC DRAWING SLATE BUNNIES ,-48,2019-01-23 17:21:00,0.42,17368,-20.16,2019-01-23,2019-01,Wednesday,17
C542138,22418,10 COLOUR SPACEBOY PEN,-24,2019-01-23 17:21:00,0.85,17368,-20.4,2019-01-23,2019-01,Wednesday,17
C542138,22356,CHARLOTTE BAG PINK POLKADOT,-10,2019-01-23 17:21:00,0.85,17368,-8.5,2019-01-23,2019-01,Wednesday,17
C542138,22211,WOOD STAMP SET FLOWERS,-48,2019-01-23 17:21:00,1.45,17368,-69.6,2019-01-23,2019-01,Wednesday,17
C542138,20975,12 PENCILS SMALL TUBE RED RETROSPOT,-48,2019-01-23 17:21:00,0.65,17368,-31.200000000000003,2019-01-23,2019-01,Wednesday,17
C542138,20974,12 PENCILS SMALL TUBE SKULL,-48,2019-01-23 17:21:00,0.65,17368,-31.200000000000003,2019-01-23,2019-01,Wednesday,17
C542138,20866,BLUE ROSE FABRIC MIRROR,-120,2019-01-23 17:21:00,1.06,17368,-127.2,2019-01-23,2019-01,Wednesday,17
C542138,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,-15,2019-01-23 17:21:00,1.65,17368,-24.75,2019-01-23,2019-01,Wednesday,17
C542138,20856,DENIM PATCH PURSE PINK BUTTERFLY,-10,2019-01-23 17:21:00,1.65,17368,-16.5,2019-01-23,2019-01,Wednesday,17
C542138,20854,BLUE PATCH PURSE PINK HEART,-14,2019-01-23 17:21:00,1.65,17368,-23.099999999999998,2019-01-23,2019-01,Wednesday,17
C542138,20723,STRAWBERRY CHARLOTTE BAG,-10,2019-01-23 17:21:00,0.85,17368,-8.5,2019-01-23,2019-01,Wednesday,17
C542138,16237,SLEEPING CAT ERASERS,-60,2019-01-23 17:21:00,0.21,17368,-12.6,2019-01-23,2019-01,Wednesday,17
C542139,22442,GROW YOUR OWN FLOWERS SET OF 3,-4,2019-01-23 17:24:00,7.95,17094,-31.8,2019-01-23,2019-01,Wednesday,17
C542140,22929,SCHOOL DESK AND CHAIR ,-2,2019-01-23 17:33:00,65.0,12947,-130.0,2019-01-23,2019-01,Wednesday,17
C542150,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,-6,2019-01-24 10:30:00,0.65,14049,-3.9000000000000004,2019-01-24,2019-01,Thursday,10
C542150,22492,MINI PAINT SET VINTAGE ,-1,2019-01-24 10:30:00,0.65,14049,-0.65,2019-01-24,2019-01,Thursday,10
C542150,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,-1,2019-01-24 10:30:00,2.55,14049,-2.55,2019-01-24,2019-01,Thursday,10
C542150,21703,BAG 125g SWIRLY MARBLES,-1,2019-01-24 10:30:00,0.42,14049,-0.42,2019-01-24,2019-01,Thursday,10
C542150,21579,LOLITA  DESIGN  COTTON TOTE BAG,-2,2019-01-24 10:30:00,2.25,14049,-4.5,2019-01-24,2019-01,Thursday,10
C542218,22198,LARGE POPCORN HOLDER ,-1,2019-01-24 12:36:00,1.65,14606,-1.65,2019-01-24,2019-01,Thursday,12
C542218,22494,EMERGENCY FIRST AID TIN ,-1,2019-01-24 12:36:00,1.25,14606,-1.25,2019-01-24,2019-01,Thursday,12
C542218,35971,ROSE FOLKART HEART DECORATIONS,-1,2019-01-24 12:36:00,1.25,14606,-1.25,2019-01-24,2019-01,Thursday,12
C542232,22655,VINTAGE RED KITCHEN CABINET,-2,2019-01-24 13:44:00,125.0,16714,-250.0,2019-01-24,2019-01,Thursday,13
C542244,22960,JAM MAKING SET WITH JARS,-1,2019-01-24 15:04:00,3.75,13098,-3.75,2019-01-24,2019-01,Thursday,15
C542245,22380,TOY TIDY SPACEBOY  ,-1,2019-01-24 15:06:00,2.1,13098,-2.1,2019-01-24,2019-01,Thursday,15
C542245,22383,LUNCH BAG SUKI  DESIGN ,-1,2019-01-24 15:06:00,1.65,13098,-1.65,2019-01-24,2019-01,Thursday,15
C542245,20726,LUNCH BAG WOODLAND,-1,2019-01-24 15:06:00,1.65,13098,-1.65,2019-01-24,2019-01,Thursday,15
C542245,22729,ALARM CLOCK BAKELIKE ORANGE,-1,2019-01-24 15:06:00,3.75,13098,-3.75,2019-01-24,2019-01,Thursday,15
C542245,22727,ALARM CLOCK BAKELIKE RED ,-2,2019-01-24 15:06:00,3.75,13098,-7.5,2019-01-24,2019-01,Thursday,15
C542245,22726,ALARM CLOCK BAKELIKE GREEN,-2,2019-01-24 15:06:00,3.75,13098,-7.5,2019-01-24,2019-01,Thursday,15
C542245,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-2,2019-01-24 15:06:00,4.25,13098,-8.5,2019-01-24,2019-01,Thursday,15
C542245,22941,CHRISTMAS LIGHTS 10 REINDEER,-3,2019-01-24 15:06:00,7.65,13098,-22.950000000000003,2019-01-24,2019-01,Thursday,15
C542256,22116,METAL SIGN HIS DINNER IS SERVED,-12,2019-01-24 17:04:00,0.85,17722,-10.2,2019-01-24,2019-01,Thursday,17
C542256,21883,STARS GIFT TAPE ,-1,2019-01-24 17:04:00,0.19,17722,-0.19,2019-01-24,2019-01,Thursday,17
C542256,22471,TV DINNER TRAY AIR HOSTESS ,-1,2019-01-24 17:04:00,1.95,17722,-1.95,2019-01-24,2019-01,Thursday,17
C542256,22095,LADS ONLY TISSUE BOX,-1,2019-01-24 17:04:00,1.06,17722,-1.06,2019-01-24,2019-01,Thursday,17
C542257,22841,ROUND CAKE TIN VINTAGE GREEN,-2,2019-01-24 17:06:00,7.95,14341,-15.9,2019-01-24,2019-01,Thursday,17
C542259,22625,RED KITCHEN SCALES,-1,2019-01-24 17:09:00,8.5,16656,-8.5,2019-01-24,2019-01,Thursday,17
C542260,85150,LADIES & GENTLEMEN METAL SIGN,-2,2019-01-24 17:11:00,2.55,13890,-5.1,2019-01-24,2019-01,Thursday,17
C542261,22971,QUEENS GUARD COFFEE MUG,-2,2019-01-24 17:13:00,2.1,17306,-4.2,2019-01-24,2019-01,Thursday,17
C542261,22970,LONDON BUS COFFEE MUG,-6,2019-01-24 17:13:00,2.1,17306,-12.600000000000001,2019-01-24,2019-01,Thursday,17
C542262,21843,RED RETROSPOT CAKE STAND,-1,2019-01-24 17:15:00,10.95,17591,-10.95,2019-01-24,2019-01,Thursday,17
C542263,22699,ROSES REGENCY TEACUP AND SAUCER ,-1,2019-01-24 17:16:00,2.95,14849,-2.95,2019-01-24,2019-01,Thursday,17
C542264,22423,REGENCY CAKESTAND 3 TIER,-2,2019-01-24 17:25:00,10.95,15215,-21.9,2019-01-24,2019-01,Thursday,17
C542264,48138,DOORMAT UNION FLAG,-1,2019-01-24 17:25:00,7.95,15215,-7.95,2019-01-24,2019-01,Thursday,17
C542270,22960,JAM MAKING SET WITH JARS,-1,2019-01-25 09:35:00,4.25,13050,-4.25,2019-01-25,2019-01,Friday,9
C542271,84927E,FLOWERS TILE HOOK,-2,2019-01-25 09:40:00,2.1,12637,-4.2,2019-01-25,2019-01,Friday,9
C542271,84927D,LA PALMIERA TILE HOOK,-2,2019-01-25 09:40:00,2.1,12637,-4.2,2019-01-25,2019-01,Friday,9
C542271,21068,VINTAGE BILLBOARD LOVE/HATE MUG,-5,2019-01-25 09:40:00,1.25,12637,-6.25,2019-01-25,2019-01,Friday,9
C542273,21936,RED RETROSPOT PICNIC BAG,-2,2019-01-25 10:01:00,2.95,12578,-5.9,2019-01-25,2019-01,Friday,10
C542273,22099,CARAVAN SQUARE TISSUE BOX,-9,2019-01-25 10:01:00,1.25,12578,-11.25,2019-01-25,2019-01,Friday,10
C542273,20980,36 PENCILS TUBE POSY,-9,2019-01-25 10:01:00,1.25,12578,-11.25,2019-01-25,2019-01,Friday,10
C542273,22301,COFFEE MUG CAT + BIRD DESIGN,-1,2019-01-25 10:01:00,2.55,12578,-2.55,2019-01-25,2019-01,Friday,10
C542273,22300,COFFEE MUG DOG + BALL DESIGN,-1,2019-01-25 10:01:00,2.55,12578,-2.55,2019-01-25,2019-01,Friday,10
C542346,21896,POTTING SHED TWINE,-2,2019-01-25 12:00:00,1.85,12709,-3.7,2019-01-25,2019-01,Friday,12
C542346,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,-1,2019-01-25 12:00:00,2.55,12709,-2.55,2019-01-25,2019-01,Friday,12
C542346,22423,REGENCY CAKESTAND 3 TIER,-4,2019-01-25 12:00:00,10.95,12709,-43.8,2019-01-25,2019-01,Friday,12
C542346,22467,GUMBALL COAT RACK,-3,2019-01-25 12:00:00,2.1,12709,-6.300000000000001,2019-01-25,2019-01,Friday,12
C542346,85232B,SET OF 3 BABUSHKA STACKING TINS,-5,2019-01-25 12:00:00,4.25,12709,-21.25,2019-01-25,2019-01,Friday,12
C542346,21658,GLASS  BEURRE DISH,-1,2019-01-25 12:00:00,3.39,12709,-3.39,2019-01-25,2019-01,Friday,12
C542346,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,-1,2019-01-25 12:00:00,0.72,12709,-0.72,2019-01-25,2019-01,Friday,12
C542346,22606,WOODEN SKITTLES GARDEN SET,-1,2019-01-25 12:00:00,12.75,12709,-12.75,2019-01-25,2019-01,Friday,12
C542352,22666,RECIPE BOX PANTRY YELLOW DESIGN,-1,2019-01-25 12:18:00,2.95,15596,-2.95,2019-01-25,2019-01,Friday,12
C542366,85174,S/4 CACTI CANDLES,-1,2019-01-25 12:54:00,4.25,13777,-4.25,2019-01-25,2019-01,Friday,12
C542366,20934,SET/3 POT PLANT CANDLES,-2,2019-01-25 12:54:00,4.95,13777,-9.9,2019-01-25,2019-01,Friday,12
C542366,21137,BLACK RECORD COVER FRAME,-2,2019-01-25 12:54:00,3.39,13777,-6.78,2019-01-25,2019-01,Friday,12
C542366,22041,"RECORD FRAME 7"" SINGLE SIZE ",-7,2019-01-25 12:54:00,2.1,13777,-14.700000000000001,2019-01-25,2019-01,Friday,12
C542366,21232,STRAWBERRY CERAMIC TRINKET BOX,-10,2019-01-25 12:54:00,1.06,13777,-10.600000000000001,2019-01-25,2019-01,Friday,12
C542366,22095,LADS ONLY TISSUE BOX,-8,2019-01-25 12:54:00,1.25,13777,-10.0,2019-01-25,2019-01,Friday,12
C542366,35004C,SET OF 3 COLOURED  FLYING DUCKS,-10,2019-01-25 12:54:00,4.65,13777,-46.5,2019-01-25,2019-01,Friday,12
C542366,15056P,EDWARDIAN PARASOL PINK,-1,2019-01-25 12:54:00,4.65,13777,-4.65,2019-01-25,2019-01,Friday,12
C542366,15056N,EDWARDIAN PARASOL NATURAL,-1,2019-01-25 12:54:00,4.25,13777,-4.25,2019-01-25,2019-01,Friday,12
C542366,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,-1,2019-01-25 12:54:00,3.81,13777,-3.81,2019-01-25,2019-01,Friday,12
C542383,22423,REGENCY CAKESTAND 3 TIER,-13,2019-01-25 14:26:00,10.95,14299,-142.35,2019-01-25,2019-01,Friday,14
C542385,22457,NATURAL SLATE HEART CHALKBOARD ,-1,2019-01-25 14:32:00,2.95,14290,-2.95,2019-01-25,2019-01,Friday,14
C542385,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,-1,2019-01-25 14:32:00,4.25,14290,-4.25,2019-01-25,2019-01,Friday,14
C542395,85126,LARGE ROUND CUTGLASS CANDLESTICK,-1,2019-01-25 15:12:00,6.75,17389,-6.75,2019-01-25,2019-01,Friday,15
C542400,22183,CAKE STAND VICTORIAN FILIGREE MED,-1,2019-01-25 15:49:00,5.95,15189,-5.95,2019-01-25,2019-01,Friday,15
C542402,22960,JAM MAKING SET WITH JARS,-2,2019-01-25 16:05:00,4.25,16124,-8.5,2019-01-25,2019-01,Friday,16
C542402,22847,BREAD BIN DINER STYLE IVORY,-1,2019-01-25 16:05:00,16.95,16124,-16.95,2019-01-25,2019-01,Friday,16
C542402,22849,BREAD BIN DINER STYLE MINT,-1,2019-01-25 16:05:00,16.95,16124,-16.95,2019-01-25,2019-01,Friday,16
C542402,22848,BREAD BIN DINER STYLE PINK,-1,2019-01-25 16:05:00,16.95,16124,-16.95,2019-01-25,2019-01,Friday,16
C542402,84978,HANGING HEART JAR T-LIGHT HOLDER,-2,2019-01-25 16:05:00,1.25,16124,-2.5,2019-01-25,2019-01,Friday,16
C542403,22776,SWEETHEART CAKESTAND 3 TIER,-3,2019-01-25 16:07:00,9.95,13534,-29.849999999999998,2019-01-25,2019-01,Friday,16
C542403,22789,T-LIGHT HOLDER SWEETHEART HANGING,-1,2019-01-25 16:07:00,1.95,13534,-1.95,2019-01-25,2019-01,Friday,16
C542404,22776,SWEETHEART CAKESTAND 3 TIER,-3,2019-01-25 16:08:00,9.95,13534,-29.849999999999998,2019-01-25,2019-01,Friday,16
C542404,85099F,JUMBO BAG STRAWBERRY,-1,2019-01-25 16:08:00,1.95,13534,-1.95,2019-01-25,2019-01,Friday,16
C542404,20711,JUMBO BAG TOYS ,-1,2019-01-25 16:08:00,1.95,13534,-1.95,2019-01-25,2019-01,Friday,16
C542413,21876,POTTERING MUG,-1,2019-01-25 17:11:00,1.25,16923,-1.25,2019-01-25,2019-01,Friday,17
C542413,22699,ROSES REGENCY TEACUP AND SAUCER ,-2,2019-01-25 17:11:00,2.95,16923,-5.9,2019-01-25,2019-01,Friday,17
C542413,22940,FELTCRAFT CHRISTMAS FAIRY,-12,2019-01-25 17:11:00,4.25,16923,-51.0,2019-01-25,2019-01,Friday,17
C542413,22144,CHRISTMAS CRAFT LITTLE FRIENDS,-30,2019-01-25 17:11:00,2.1,16923,-63.0,2019-01-25,2019-01,Friday,17
C542413,21756,BATH BUILDING BLOCK WORD,-2,2019-01-25 17:11:00,5.95,16923,-11.9,2019-01-25,2019-01,Friday,17
C542413,22952,60 CAKE CASES VINTAGE CHRISTMAS,-24,2019-01-25 17:11:00,0.55,16923,-13.200000000000001,2019-01-25,2019-01,Friday,17
C542413,21876,POTTERING MUG,-5,2019-01-25 17:11:00,1.25,16923,-6.25,2019-01-25,2019-01,Friday,17
C542413,22149,FELTCRAFT 6 FLOWER FRIENDS,-10,2019-01-25 17:11:00,2.1,16923,-21.0,2019-01-25,2019-01,Friday,17
C542413,22112,CHOCOLATE HOT WATER BOTTLE,-6,2019-01-25 17:11:00,4.95,16923,-29.700000000000003,2019-01-25,2019-01,Friday,17
C542413,22960,JAM MAKING SET WITH JARS,-4,2019-01-25 17:11:00,4.25,16923,-17.0,2019-01-25,2019-01,Friday,17
C542413,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,-18,2019-01-25 17:11:00,2.95,16923,-53.1,2019-01-25,2019-01,Friday,17
C542413,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,-24,2019-01-25 17:11:00,0.85,16923,-20.4,2019-01-25,2019-01,Friday,17
C542413,22141,CHRISTMAS CRAFT TREE TOP ANGEL,-6,2019-01-25 17:11:00,2.1,16923,-12.600000000000001,2019-01-25,2019-01,Friday,17
C542413,22142,CHRISTMAS CRAFT WHITE FAIRY ,-10,2019-01-25 17:11:00,1.45,16923,-14.5,2019-01-25,2019-01,Friday,17
C542413,21485,RETROSPOT HEART HOT WATER BOTTLE,-6,2019-01-25 17:11:00,4.95,16923,-29.700000000000003,2019-01-25,2019-01,Friday,17
C542416,85059,FRENCH ENAMEL WATER BASIN,-3,2019-01-25 17:23:00,1.25,16133,-3.75,2019-01-25,2019-01,Friday,17
C542416,85054,FRENCH ENAMEL POT W LID,-2,2019-01-25 17:23:00,1.25,16133,-2.5,2019-01-25,2019-01,Friday,17
C542421,37446,MINI CAKE STAND WITH HANGING CAKES,-1,2019-01-25 18:08:00,1.45,17180,-1.45,2019-01-25,2019-01,Friday,18
C542424,22456,NATURAL SLATE CHALKBOARD LARGE ,-1,2019-01-26 09:18:00,4.95,18075,-4.95,2019-01-26,2019-01,Saturday,9
C542424,85123A,WHITE HANGING HEART T-LIGHT HOLDER,-3,2019-01-26 09:18:00,2.95,18075,-8.850000000000001,2019-01-26,2019-01,Saturday,9
C542424,22178,VICTORIAN GLASS HANGING T-LIGHT,-1,2019-01-26 09:18:00,1.25,18075,-1.25,2019-01-26,2019-01,Saturday,9
C542424,22156,HEART DECORATION WITH PEARLS ,-5,2019-01-26 09:18:00,0.85,18075,-4.25,2019-01-26,2019-01,Saturday,9
C542424,21733,RED HANGING HEART T-LIGHT HOLDER,-1,2019-01-26 09:18:00,2.95,18075,-2.95,2019-01-26,2019-01,Saturday,9
C542426,85199S,SMALL HANGING IVORY/RED WOOD BIRD,-24,2019-01-26 09:32:00,0.42,14146,-10.08,2019-01-26,2019-01,Saturday,9
C542426,85199L,LARGE HANGING IVORY & RED WOOD BIRD,-12,2019-01-26 09:32:00,0.65,14146,-7.800000000000001,2019-01-26,2019-01,Saturday,9
C542426,85049E,SCANDINAVIAN REDS RIBBONS,-12,2019-01-26 09:32:00,1.25,14146,-15.0,2019-01-26,2019-01,Saturday,9
