CustomerID,customer_segment,campaign_strategy
12877,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12878,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12879,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12881,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12882,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12883,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12884,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12885,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12886,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12888,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12890,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12891,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12893,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12895,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12897,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12901,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12902,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12904,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12906,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12908,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12909,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12910,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12912,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12913,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12915,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12916,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12917,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12919,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12920,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12921,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12922,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12923,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12924,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12925,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12928,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12929,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12930,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12931,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12933,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12935,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12936,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12937,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12938,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12939,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12940,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12942,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12943,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12944,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12945,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12947,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12948,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12949,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12950,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12951,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12952,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12953,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12955,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12956,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12957,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12962,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12963,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12965,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12966,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12967,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12968,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12970,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12971,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12974,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12976,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12977,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12980,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12981,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12982,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12984,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12985,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12987,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12988,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12989,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12990,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12991,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12993,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12994,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12995,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12997,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12999,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13000,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13001,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13002,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13003,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13004,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13005,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13006,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13008,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13011,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13012,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13013,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13014,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13015,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13016,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13017,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13018,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13021,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13023,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13026,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13027,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13028,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13029,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13030,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13032,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13033,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13034,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13035,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13037,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13038,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13040,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13043,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13044,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13045,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13046,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13047,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13048,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13049,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13050,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13052,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13055,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13058,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13059,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13060,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13061,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13062,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13064,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13065,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13066,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13067,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13068,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13069,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13070,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13072,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13075,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13077,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13078,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13079,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13080,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13081,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13082,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13083,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13085,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13089,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13090,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13091,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13092,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13093,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13094,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13095,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13097,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13098,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13099,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13101,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13102,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13103,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13104,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13106,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13107,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13108,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13109,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13110,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13113,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13115,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13116,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13117,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13118,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13120,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13121,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13122,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13124,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13126,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13127,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13130,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13131,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13132,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13133,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13134,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13135,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13136,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13137,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13138,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13139,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13140,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13141,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13142,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13144,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13145,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13146,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13147,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13148,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13149,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13151,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13153,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13155,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13157,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13158,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13159,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13160,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13161,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13162,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13165,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13166,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13167,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13168,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13169,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13170,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13171,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13173,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13174,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13176,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13177,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13178,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13182,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13183,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13184,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13185,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13186,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13187,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13188,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13189,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13192,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13193,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13194,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13196,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13198,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13199,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13200,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13203,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13207,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13208,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13209,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13210,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13211,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13212,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13213,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13216,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13217,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13218,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13220,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13221,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13223,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13224,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13225,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13226,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13227,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13228,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13229,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13230,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13232,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13233,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13235,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13236,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13238,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13239,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13240,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13242,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13243,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13244,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13245,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13246,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13247,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13248,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13249,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13253,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13255,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13258,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
13259,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13260,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
13261,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
13262,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
13263,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
13265,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
