CustomerID,Recency,Frequency,MonetaryValue,R,F,M,rfm_segment,rfm_score,customer_segment,campaign_strategy
12658,19,1,632.05,3,1,2,312,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12659,30,1,73.68,2,1,1,211,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12660,12,1,227.1,3,1,1,311,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12662,1,12,3511.08,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12664,9,9,4391.88,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12665,325,2,43.75,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12666,360,1,-227.44,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12667,59,1,460.13,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12668,8,6,3113.18,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12669,151,2,1427.73,1,1,3,113,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12670,11,6,2734.15,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12672,330,1,225.89999999999998,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12673,6,2,574.52,3,1,2,312,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12674,12,7,1796.26,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12676,25,6,1091.39,3,3,2,332,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12678,43,10,16291.26,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12679,53,9,896.67,2,3,2,232,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12680,1,4,790.81,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12681,15,26,12309.59,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12682,4,31,11019.82,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12683,5,19,7357.09,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12684,8,6,2073.63,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12685,29,6,2575.08,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12686,372,1,71.14,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12688,114,1,4873.8099999999995,1,1,3,113,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12689,26,2,1139.61,2,1,3,213,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12690,206,1,335.01,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12691,29,5,927.8,2,3,2,232,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12693,121,6,686.96,1,3,2,132,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12694,71,2,761.67,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12695,8,4,582.1,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12697,22,5,739.02,3,3,2,332,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12700,8,4,4525.99,3,2,3,323,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12701,80,2,725.71,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12702,20,1,201.0,3,1,1,311,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12703,65,2,256.7,2,1,1,211,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12704,8,8,1740.84,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12705,16,13,6328.24,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12707,292,1,603.42,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12708,30,16,2346.32,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12709,4,26,8959.75,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12710,97,4,1004.5699999999999,1,2,2,122,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12712,23,17,3791.63,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12713,1,1,794.55,3,1,2,312,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12714,10,5,4294.86,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12715,107,1,263.36,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12716,4,2,963.49,3,1,2,312,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12717,152,2,830.98,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12718,72,1,202.25,2,1,1,211,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12719,6,3,536.1,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12720,3,28,5065.28,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12721,32,7,2358.98,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12722,86,6,886.33,2,3,2,232,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12723,4,5,707.07,3,3,2,332,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12724,6,4,923.41,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12725,372,1,371.8,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12726,29,7,2411.1,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12727,11,8,3425.7,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12728,72,4,728.33,2,2,2,222,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12729,114,1,417.01,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12731,24,14,18660.41,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12732,180,1,218.26000000000002,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12733,235,1,383.95,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12734,353,1,110.39999999999999,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12735,316,2,689.5699999999999,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12736,333,1,144.0,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12738,373,1,137.35,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12739,100,1,975.54,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12740,64,1,427.6,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12743,135,2,540.13,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12744,57,4,9120.39,2,2,3,223,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12747,3,11,4196.01,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12748,1,217,29819.99,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12749,4,8,3818.2,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12750,129,1,275.88,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12752,82,1,4366.78,2,1,3,213,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12753,4,11,21024.01,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12754,236,3,3010.74,1,2,3,123,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12755,250,3,2220.75,1,2,3,123,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12756,87,1,112.07999999999998,2,1,1,211,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12757,16,10,4161.75,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12758,117,2,2791.59,1,1,3,113,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12759,53,3,1411.44,2,2,3,223,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12762,8,2,1702.52,3,1,3,313,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12763,139,2,494.08,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12764,317,1,1693.88,1,1,3,113,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12766,4,7,6457.63,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12769,239,1,1143.6,1,1,3,113,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12770,211,1,1351.45,1,1,3,113,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12772,60,1,752.47,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12775,18,6,1246.24,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12778,20,6,693.23,3,3,2,332,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12779,22,12,3868.7,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12781,22,4,671.72,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12782,5,6,1881.3200000000002,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12783,3,4,1295.87,3,2,3,323,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12784,16,1,476.82,3,1,2,312,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12785,3,2,249.71,3,1,1,311,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12787,10,3,418.66,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12789,66,1,76.85,2,1,1,211,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12790,193,1,294.92,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12791,374,1,177.60000000000002,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12792,257,1,344.53999999999996,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12793,335,2,461.48,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12794,54,2,860.41,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12795,19,1,318.48,3,1,1,311,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12797,361,3,166.18,1,2,1,121,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12798,11,3,6977.04,3,2,3,323,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12802,184,2,382.58,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12808,37,3,455.65000000000003,2,2,2,222,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12809,169,2,400.36,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12811,262,2,458.85,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12812,45,1,229.64000000000001,2,1,1,211,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12814,102,1,85.92,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12815,148,2,863.46,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12816,96,2,452.20000000000005,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12817,282,1,126.03999999999999,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12818,179,2,1157.88,1,1,3,113,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12820,4,4,942.34,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12821,215,1,92.72,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12822,71,3,918.98,2,2,2,222,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12823,75,5,1759.5,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12824,60,1,397.12,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12826,3,8,1468.1200000000001,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12827,6,3,430.15000000000003,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12828,3,6,1018.71,3,3,2,332,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12829,323,3,253.05,1,2,1,121,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12830,38,6,6814.64,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12831,263,1,215.05,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12832,33,2,383.03,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12833,146,1,417.38,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12834,283,1,312.38,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12836,60,4,2610.36,2,2,3,223,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12837,174,1,134.1,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12838,34,2,671.95,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12839,3,15,5588.12,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12840,144,6,2714.27,1,3,3,133,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12841,5,26,3845.63,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12842,71,2,1118.99,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12843,66,9,1680.76,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12844,30,2,325.96000000000004,2,1,1,211,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12845,268,4,354.09,1,2,1,121,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12847,23,1,843.64,3,1,2,312,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12849,32,2,992.65,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12851,97,1,131.81,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12852,291,2,299.75,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12853,108,9,1881.7,1,3,3,133,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12854,79,5,1280.9,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12855,373,1,38.1,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12856,8,8,2153.53,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12857,211,2,1106.4,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12863,53,2,504.2,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12864,139,1,147.12,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12865,27,3,1548.07,2,2,3,223,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12866,284,1,499.12,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12867,27,10,3962.99,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12868,186,6,1607.0600000000002,1,3,3,133,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12870,367,1,-14.899999999999999,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12871,85,2,380.64,2,1,2,212,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12872,327,2,599.97,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12873,283,1,374.0,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12875,144,2,343.2300000000001,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12876,58,2,2053.02,2,1,3,213,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12877,4,12,1535.77,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12878,19,3,841.64,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12879,45,4,552.5699999999999,2,2,2,222,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12881,276,1,298.0,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12882,10,2,1463.04,3,1,3,313,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12883,25,4,703.47,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12884,89,1,309.05,2,1,1,211,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12885,64,4,1158.27,2,2,3,223,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12886,68,3,1351.09,2,2,3,223,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12888,215,4,313.77,1,2,1,121,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12890,25,1,376.71999999999997,3,1,2,312,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12891,186,3,331.0,1,2,1,121,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12893,31,1,176.55,2,1,1,211,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12895,43,3,347.3,2,2,1,221,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12897,205,2,216.5,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12901,9,34,16316.14,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12902,265,1,138.68,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12904,19,2,496.06,3,1,2,312,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12906,12,5,2919.81,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12908,177,3,360.0,1,2,1,121,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12909,40,8,2128.83,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12910,24,8,3075.04,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12912,3,5,1662.3,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12913,5,5,2483.63,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12915,149,2,363.65,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12916,139,5,2921.15,1,3,3,133,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12917,129,1,594.0,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12919,9,8,1301.44,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12920,18,1,162.78,3,1,1,311,5,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12921,4,50,16389.74,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12922,162,1,405.38,1,1,2,112,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12923,65,1,171.57,2,1,1,211,4,Customers at risk,Send personalized emails containing     promotional items or free samples to encourage them to be more active.
12924,89,5,922.0,2,3,2,232,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12925,5,2,694.05,3,1,2,312,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12928,36,5,2062.7000000000003,2,3,3,233,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12929,123,2,105.1,1,1,1,111,3,Inactive customers,Send personalized emails containing special offers    with discounted or free items to encourage them to order and be active.
12930,79,4,409.9,2,2,2,222,6,Unsteady customers,"Send emails with discounted or     promotional items for every occasion, including birthdays, Mother's Day, Father's Day, and Christmas."
12931,22,19,33544.81,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12933,25,4,606.28,3,2,2,322,7,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
12935,3,8,2156.45,3,3,3,333,9,Top-performing customers,Send birthday and anniversary cards    with discount vouchers. Create a referral program where customers can get discounts on the first purchase of their     referrals.
12936,18,5,1012.9,3,3,2,332,8,Active customers,Create loyalty rewards program where     customers can earn points for every purchase and convert these points into discount or voucher.
